nome,nome_social,cpf,data_nascimento,naturalidade,sexo,nacionalidade,data_validade
Vitor Hugo Siqueira,Vitor Hugo Siqueira,031.296.457-99,22/01/1991,Arinos,M,Brasileiro(a),09/06/2030
Maria Liz Dias,Maria Liz Dias,348.695.107-66,02/11/2005,Pedra Grande,M,Brasileiro(a),25/11/2029
Bianca da Paz,Bianca da Paz,739.615.820-68,28/01/1998,Almenara,F,Brasileiro(a),14/09/2031
Danilo da Conceicao,Danilo da Conceicao,928.167.540-49,14/11/1987,Belo Horizonte,M,Brasileiro(a),09/01/2032
Cecilia Nogueira,Cecilia Nogueira,968.310.527-03,18/09/1956,Pedra Grande,F,Brasileiro(a),03/04/2034
Asafe Borges,Asafe Borges,048.397.512-50,10/08/1980,Sao Paulo,M,Brasileiro(a),12/06/2028
Valentim Guerra,Valentim Guerra,539.804.716-75,26/08/1956,Almenara,M,Brasileiro(a),16/10/2028
Carlos Eduardo Fernandes,Carlos Eduardo Fernandes,452.610.873-17,26/11/1976,Rugim,M,Brasileiro(a),16/01/2034
Paulo Montenegro,Paulo Montenegro,147.689.523-64,15/07/1953,Arinos,F,Brasileiro(a),20/06/2035
Emanuel Santos,Emanuel Santos,430.897.625-10,29/06/1990,Almenara,F,Brasileiro(a),03/09/2034
Davi Miguel da Mota,Davi Miguel da Mota,410.936.278-40,15/05/1949,Rugim,F,Brasileiro(a),22/04/2031
Raul Guerra,Raul Guerra,648.052.179-01,06/05/1975,Arinos,F,Brasileiro(a),14/05/2033
Sr. Francisco da Cunha,Sr. Francisco da Cunha,427.095.136-25,24/08/1974,Almenara,M,Brasileiro(a),22/12/2030
Aylla Vargas,Aylla Vargas,596.428.317-91,25/09/1968,Sao Paulo,M,Brasileiro(a),29/08/2031
Maria Laura Ferreira,Maria Laura Ferreira,586.142.039-42,14/03/2003,Porto Seguro,F,Brasileiro(a),12/03/2030
Arthur Miguel Souza,Arthur Miguel Souza,954.071.328-50,29/12/2000,Sao Paulo,M,Brasileiro(a),05/08/2029
Ian Dias,Ian Dias,681.523.079-12,31/05/1993,Pedra Grande,F,Brasileiro(a),28/07/2029
Mariane Novais,Mariane Novais,812.360.954-05,28/10/2004,Sao Paulo,M,Brasileiro(a),16/09/2032
Helena Almeida,Helena Almeida,172.043.586-35,31/07/1993,Pedra Grande,F,Brasileiro(a),12/07/2033
Guilherme Dias,Guilherme Dias,536.084.192-33,20/03/1979,Belo Horizonte,M,Brasileiro(a),26/10/2029
Mariana Rezende,Mariana Rezende,582.416.793-19,08/10/1946,Rugim,M,Brasileiro(a),04/07/2030
Sra. Aurora Cardoso,Sra. Aurora Cardoso,854.127.036-07,05/01/1980,Pedra Grande,M,Brasileiro(a),08/05/2035
Joao Guilherme Ramos,Joao Guilherme Ramos,298.730.516-86,28/07/1995,Porto Seguro,F,Brasileiro(a),13/09/2032
Liz Leao,Liz Leao,790.261.843-87,12/01/1948,Porto Seguro,F,Brasileiro(a),16/11/2033
Sra. Emanuelly Santos,Sra. Emanuelly Santos,862.051.794-58,29/10/1974,Rugim,F,Brasileiro(a),29/10/2035
Amanda Alves,Amanda Alves,319.604.278-22,07/11/1984,Belo Horizonte,M,Brasileiro(a),23/04/2034
Beatriz Cavalcanti,Beatriz Cavalcanti,601.478.239-78,30/12/1945,Belo Horizonte,F,Brasileiro(a),20/12/2033
Allana Vasconcelos,Allana Vasconcelos,376.451.298-91,08/03/1980,Belo Horizonte,F,Brasileiro(a),31/10/2034
Isabela Mendonca,Isabela Mendonca,538.024.679-65,16/10/1990,Rugim,M,Brasileiro(a),14/12/2034
Jose Miguel Nascimento,Jose Miguel Nascimento,247.058.136-26,02/08/1967,Pedra Grande,M,Brasileiro(a),19/12/2026
Dr. Ravi Gomes,Dr. Ravi Gomes,807.435.921-23,14/03/1998,Belo Horizonte,M,Brasileiro(a),09/05/2033
Pietro Cunha,Pietro Cunha,251.984.603-89,31/10/1998,Arinos,M,Brasileiro(a),30/08/2027
Sra. Ana Luiza Nascimento,Sra. Ana Luiza Nascimento,018.953.462-15,20/02/1948,Pedra Grande,F,Brasileiro(a),15/12/2027
Dr. Pedro Lucas Oliveira,Dr. Pedro Lucas Oliveira,894.527.360-38,19/02/2007,Porto Seguro,M,Brasileiro(a),20/01/2032
Dr. Caua Moraes,Dr. Caua Moraes,235.460.197-25,31/03/1975,Porto Seguro,F,Brasileiro(a),25/09/2034
Sra. Clara Araujo,Sra. Clara Araujo,619.832.705-12,20/07/2005,Almenara,M,Brasileiro(a),30/10/2031
Sra. Aurora Ramos,Sra. Aurora Ramos,583.792.104-41,30/07/1968,Arinos,F,Brasileiro(a),31/07/2032
Leandro Novais,Leandro Novais,721.648.509-20,25/10/1994,Belo Horizonte,F,Brasileiro(a),20/03/2032
Luara Ramos,Luara Ramos,847.125.096-94,24/03/2003,Sao Paulo,M,Brasileiro(a),25/05/2031
Eduarda Nascimento,Eduarda Nascimento,714.693.058-01,27/10/2005,Sao Paulo,M,Brasileiro(a),10/05/2027
Eduarda Pires,Eduarda Pires,342.506.987-00,16/06/1986,Belo Horizonte,M,Brasileiro(a),07/05/2030
Isabela Borges,Isabela Borges,596.108.234-24,30/05/1992,Pedra Grande,M,Brasileiro(a),27/01/2031
Dr. Theo Sa,Dr. Theo Sa,209.547.138-50,16/06/1967,Pedra Grande,M,Brasileiro(a),16/12/2027
Maria Flor Araujo,Maria Flor Araujo,178.934.602-96,16/07/1993,Belo Horizonte,M,Brasileiro(a),24/09/2028
Jose Rios,Jose Rios,041.897.253-23,12/04/2007,Rugim,F,Brasileiro(a),05/11/2027
Hadassa Castro,Hadassa Castro,342.870.519-04,18/10/1985,Pedra Grande,M,Brasileiro(a),21/02/2030
Erick Teixeira,Erick Teixeira,158.269.340-42,03/08/1997,Arinos,M,Brasileiro(a),30/09/2032
Davi Lucca Siqueira,Davi Lucca Siqueira,690.741.825-85,23/04/1967,Sao Paulo,F,Brasileiro(a),31/07/2034
Alexandre Goncalves,Alexandre Goncalves,475.189.236-37,23/12/1988,Pedra Grande,F,Brasileiro(a),02/03/2035
Maria Laura Vasconcelos,Maria Laura Vasconcelos,395.420.761-34,04/09/1958,Sao Paulo,F,Brasileiro(a),17/02/2031
Srta. Ana Cecilia da Cruz,Srta. Ana Cecilia da Cruz,479.831.065-48,19/06/1988,Sao Paulo,M,Brasileiro(a),26/12/2034
Bianca da Cruz,Bianca da Cruz,706.142.839-22,17/05/1976,Porto Seguro,M,Brasileiro(a),12/04/2029
Sr. Joao Lucas Dias,Sr. Joao Lucas Dias,293.574.618-09,22/09/1997,Pedra Grande,M,Brasileiro(a),26/10/2031
Theo Vieira,Theo Vieira,705.938.612-21,06/07/1968,Sao Paulo,F,Brasileiro(a),04/04/2033
Luiz Henrique Santos,Luiz Henrique Santos,038.724.956-74,12/03/2005,Sao Paulo,F,Brasileiro(a),19/03/2033
Ana Cecilia Cavalcanti,Ana Cecilia Cavalcanti,894.257.103-41,14/01/1993,Rugim,F,Brasileiro(a),27/03/2027
Joao Gabriel Novaes,Joao Gabriel Novaes,984.306.157-84,17/10/1986,Pedra Grande,M,Brasileiro(a),26/05/2035
Rafael Dias,Rafael Dias,354.961.782-82,11/02/1968,Almenara,M,Brasileiro(a),09/01/2028
Heitor Santos,Heitor Santos,681.025.497-85,08/05/1998,Arinos,F,Brasileiro(a),24/10/2032
Srta. Laura da Paz,Srta. Laura da Paz,915.786.043-20,10/07/1996,Pedra Grande,F,Brasileiro(a),23/01/2030
Kamilly da Cruz,Kamilly da Cruz,105.986.423-15,09/12/1960,Almenara,F,Brasileiro(a),06/12/2029
Sr. Bryan Freitas,Sr. Bryan Freitas,498.523.710-88,07/08/1993,Porto Seguro,M,Brasileiro(a),12/10/2034
Isadora Aragao,Isadora Aragao,731.298.654-46,17/10/1996,Sao Paulo,F,Brasileiro(a),07/03/2030
Srta. Maya Novaes,Srta. Maya Novaes,742.085.169-76,06/09/2005,Almenara,M,Brasileiro(a),06/05/2030
Nina Carvalho,Nina Carvalho,691.753.842-64,21/07/1984,Sao Paulo,F,Brasileiro(a),29/09/2028
Bruna Nunes,Bruna Nunes,381.054.762-07,14/09/1960,Porto Seguro,M,Brasileiro(a),09/10/2031
Maria Sophia Moraes,Maria Sophia Moraes,962.187.340-13,03/07/1977,Almenara,M,Brasileiro(a),11/11/2028
Jose Miguel Aparecida,Jose Miguel Aparecida,058.274.961-11,13/07/1982,Belo Horizonte,F,Brasileiro(a),07/09/2028
Vinicius Almeida,Vinicius Almeida,375.802.649-00,05/07/1979,Porto Seguro,M,Brasileiro(a),22/06/2034
Francisco Almeida,Francisco Almeida,134.785.962-46,26/08/1968,Almenara,F,Brasileiro(a),11/05/2035
Maria Laura Rodrigues,Maria Laura Rodrigues,971.230.856-12,15/10/1983,Pedra Grande,M,Brasileiro(a),21/12/2030
Maria Vitoria Vargas,Maria Vitoria Vargas,751.384.602-26,24/10/1949,Almenara,F,Brasileiro(a),03/11/2034
Josue da Cruz,Josue da Cruz,954.738.160-10,17/03/2001,Pedra Grande,F,Brasileiro(a),09/01/2035
Gustavo Henrique Pacheco,Gustavo Henrique Pacheco,790.165.834-75,22/09/2000,Sao Paulo,M,Brasileiro(a),16/07/2029
Ana Clara Caldeira,Ana Clara Caldeira,514.786.239-00,16/10/1957,Belo Horizonte,F,Brasileiro(a),26/01/2035
Maria Julia Sampaio,Maria Julia Sampaio,931.278.056-59,12/12/1946,Arinos,M,Brasileiro(a),17/08/2030
Sr. Ravi Lucca Rodrigues,Sr. Ravi Lucca Rodrigues,687.120.354-08,01/09/2001,Belo Horizonte,M,Brasileiro(a),13/06/2030
Fernando Souza,Fernando Souza,430.956.817-39,29/04/1968,Arinos,F,Brasileiro(a),03/02/2032
Yago Moraes,Yago Moraes,168.750.392-30,13/09/1960,Arinos,M,Brasileiro(a),10/02/2031
Srta. Sara da Paz,Srta. Sara da Paz,203.187.964-22,13/04/1967,Almenara,F,Brasileiro(a),21/04/2027
Gabriela Leao,Gabriela Leao,792.438.056-65,25/03/1960,Pedra Grande,M,Brasileiro(a),12/05/2029
Raul Ribeiro,Raul Ribeiro,196.284.703-96,24/09/1960,Arinos,F,Brasileiro(a),05/07/2035
Catarina Macedo,Catarina Macedo,875.249.301-60,06/02/1962,Arinos,F,Brasileiro(a),05/01/2030
Maria Sa,Maria Sa,782.619.354-00,03/01/1974,Belo Horizonte,M,Brasileiro(a),14/09/2029
Srta. Bianca Araujo,Srta. Bianca Araujo,123.657.904-61,28/06/2004,Rugim,F,Brasileiro(a),09/08/2033
Sr. Nicolas Azevedo,Sr. Nicolas Azevedo,613.829.405-05,25/09/1991,Sao Paulo,F,Brasileiro(a),06/03/2032
Srta. Lorena da Mota,Srta. Lorena da Mota,619.548.327-37,08/04/1979,Porto Seguro,F,Brasileiro(a),30/12/2028
Henry Gabriel Viana,Henry Gabriel Viana,125.036.498-15,12/09/1981,Sao Paulo,F,Brasileiro(a),19/08/2032
Caue Fogaca,Caue Fogaca,407.135.986-20,30/12/1968,Belo Horizonte,M,Brasileiro(a),10/05/2031
Henry Gabriel Siqueira,Henry Gabriel Siqueira,706.189.345-10,24/03/1978,Rugim,M,Brasileiro(a),08/09/2033
Sra. Sabrina Teixeira,Sra. Sabrina Teixeira,952.807.631-95,01/04/1960,Almenara,F,Brasileiro(a),13/05/2027
Dr. Luigi Rocha,Dr. Luigi Rocha,206.859.741-11,06/12/1944,Sao Paulo,F,Brasileiro(a),02/11/2034
Mariah Souza,Mariah Souza,950.478.621-94,11/08/1956,Pedra Grande,M,Brasileiro(a),22/03/2027
Nicole Silveira,Nicole Silveira,105.478.296-20,27/06/1978,Belo Horizonte,M,Brasileiro(a),07/05/2033
Eloa Sales,Eloa Sales,162.840.935-51,04/03/1953,Almenara,F,Brasileiro(a),04/08/2030
Ana Julia Pacheco,Ana Julia Pacheco,490.715.682-02,13/03/1960,Almenara,M,Brasileiro(a),27/08/2031
Livia Novaes,Livia Novaes,913.506.287-86,23/12/1980,Almenara,F,Brasileiro(a),15/04/2030
Augusto Rocha,Augusto Rocha,971.643.028-04,27/02/1980,Almenara,M,Brasileiro(a),30/04/2034
Vitor Gabriel Casa Grande,Vitor Gabriel Casa Grande,724.360.985-65,22/09/1988,Belo Horizonte,M,Brasileiro(a),31/05/2030
Luigi Vasconcelos,Luigi Vasconcelos,382.051.674-35,13/02/1974,Belo Horizonte,F,Brasileiro(a),10/10/2030
Luiz Henrique Abreu,Luiz Henrique Abreu,079.428.536-83,08/07/1954,Porto Seguro,M,Brasileiro(a),16/07/2030
Brayan Fogaca,Brayan Fogaca,351.794.682-64,21/08/1953,Belo Horizonte,M,Brasileiro(a),19/06/2027
Eduardo Melo,Eduardo Melo,784.309.621-31,03/05/1993,Sao Paulo,F,Brasileiro(a),16/04/2031
Yago Jesus,Yago Jesus,967.508.324-74,08/09/1957,Belo Horizonte,F,Brasileiro(a),11/04/2028
Alicia Goncalves,Alicia Goncalves,908.247.653-38,20/04/2004,Almenara,M,Brasileiro(a),28/11/2028
Maria Novais,Maria Novais,681.950.437-39,26/10/1997,Rugim,M,Brasileiro(a),09/10/2029
Calebe Novaes,Calebe Novaes,829.156.473-64,07/08/1985,Almenara,F,Brasileiro(a),02/08/2028
Luiz Fernando Pereira,Luiz Fernando Pereira,529.764.810-67,10/11/1953,Belo Horizonte,M,Brasileiro(a),22/08/2034
Isis Ramos,Isis Ramos,150.948.632-15,17/10/1986,Rugim,M,Brasileiro(a),17/12/2033
Luigi Costa,Luigi Costa,139.857.246-28,21/05/1995,Porto Seguro,M,Brasileiro(a),13/01/2034
Diego Montenegro,Diego Montenegro,318.054.267-53,20/12/1957,Porto Seguro,F,Brasileiro(a),01/10/2027
Joao Pedro Moura,Joao Pedro Moura,243.165.907-07,28/03/1995,Arinos,M,Brasileiro(a),31/05/2031
Pedro Miguel Nogueira,Pedro Miguel Nogueira,175.649.230-16,18/10/1979,Belo Horizonte,M,Brasileiro(a),19/04/2035
Agatha Porto,Agatha Porto,876.130.529-40,23/06/1990,Rugim,F,Brasileiro(a),23/09/2034
Maria Flor Jesus,Maria Flor Jesus,413.659.820-33,20/05/1989,Arinos,F,Brasileiro(a),21/12/2031
Theo Lima,Theo Lima,346.580.179-20,21/05/1957,Sao Paulo,M,Brasileiro(a),25/03/2033
Ana Julia da Conceicao,Ana Julia da Conceicao,718.452.096-30,01/04/1962,Belo Horizonte,M,Brasileiro(a),30/07/2032
Fernando Lopes,Fernando Lopes,743.865.192-46,02/10/1994,Sao Paulo,F,Brasileiro(a),24/08/2035
Erick Sampaio,Erick Sampaio,523.846.107-08,01/08/2007,Porto Seguro,M,Brasileiro(a),31/05/2032
Livia Lopes,Livia Lopes,541.620.397-80,21/01/1973,Arinos,F,Brasileiro(a),08/02/2032
Allana Fogaca,Allana Fogaca,176.598.230-86,07/09/1996,Almenara,M,Brasileiro(a),16/02/2029
Vinicius Barros,Vinicius Barros,713.926.485-64,29/03/2003,Almenara,M,Brasileiro(a),10/01/2035
Henry Gabriel Vieira,Henry Gabriel Vieira,921.380.645-06,21/11/1958,Belo Horizonte,F,Brasileiro(a),24/02/2035
Rael Sousa,Rael Sousa,018.579.623-03,21/09/1957,Arinos,M,Brasileiro(a),09/05/2035
Ana Cecilia Goncalves,Ana Cecilia Goncalves,217.368.904-50,17/03/1951,Pedra Grande,F,Brasileiro(a),03/04/2030
Pedro Lucas Viana,Pedro Lucas Viana,917.526.804-30,12/11/1949,Sao Paulo,M,Brasileiro(a),03/02/2035
Diogo da Paz,Diogo da Paz,306.192.854-51,07/09/2001,Sao Paulo,M,Brasileiro(a),06/02/2031
Maria Luisa Cavalcanti,Maria Luisa Cavalcanti,241.368.750-53,11/01/1992,Sao Paulo,F,Brasileiro(a),25/06/2033
Noah Dias,Noah Dias,416.537.028-26,20/11/1964,Almenara,F,Brasileiro(a),06/08/2027
Dr. Benicio Sousa,Dr. Benicio Sousa,052.684.391-89,26/11/1970,Belo Horizonte,F,Brasileiro(a),02/08/2031
Isabel da Rosa,Isabel da Rosa,893.652.147-00,01/08/1989,Belo Horizonte,M,Brasileiro(a),12/05/2029
Caleb Rios,Caleb Rios,856.297.401-30,13/12/1959,Belo Horizonte,F,Brasileiro(a),16/09/2031
Gabriela da Cunha,Gabriela da Cunha,860.745.912-02,30/12/1954,Pedra Grande,F,Brasileiro(a),25/06/2034
Laura Macedo,Laura Macedo,148.597.630-84,13/07/1989,Porto Seguro,F,Brasileiro(a),31/12/2026
Sra. Antonella Guerra,Sra. Antonella Guerra,504.236.879-56,26/08/2003,Rugim,M,Brasileiro(a),07/07/2027
Dra. Ayla Rodrigues,Dra. Ayla Rodrigues,017.498.562-20,11/11/1988,Sao Paulo,F,Brasileiro(a),23/01/2035
Luiz Fernando Correia,Luiz Fernando Correia,964.270.185-58,17/11/1946,Pedra Grande,F,Brasileiro(a),27/02/2029
Giovanna Garcia,Giovanna Garcia,843.207.961-87,08/07/1971,Arinos,M,Brasileiro(a),06/05/2035
Yan Carvalho,Yan Carvalho,504.217.398-60,25/11/1957,Rugim,M,Brasileiro(a),10/01/2034
Heitor das Neves,Heitor das Neves,106.579.234-43,26/04/1997,Porto Seguro,M,Brasileiro(a),17/05/2029
Ana Luiza Sales,Ana Luiza Sales,532.490.861-42,11/03/1984,Rugim,F,Brasileiro(a),04/03/2033
Ravi Lucca Macedo,Ravi Lucca Macedo,325.819.670-21,03/05/2007,Belo Horizonte,F,Brasileiro(a),02/11/2032
Kamilly Oliveira,Kamilly Oliveira,873.124.605-26,10/10/1968,Belo Horizonte,F,Brasileiro(a),04/10/2029
Marina Mendonca,Marina Mendonca,804.519.236-42,01/03/1992,Pedra Grande,F,Brasileiro(a),20/08/2034
Melina Sampaio,Melina Sampaio,201.836.574-62,01/06/1998,Arinos,M,Brasileiro(a),20/05/2034
Dante Cirino,Dante Cirino,106.745.932-43,01/12/1983,Pedra Grande,F,Brasileiro(a),14/10/2032
Ian Barros,Ian Barros,514.083.692-06,21/09/1967,Pedra Grande,F,Brasileiro(a),06/05/2033
Theodoro Pinto,Theodoro Pinto,196.705.342-16,15/09/1982,Rugim,M,Brasileiro(a),28/01/2032
Mariane Rocha,Mariane Rocha,714.825.903-79,14/01/1983,Almenara,M,Brasileiro(a),21/01/2033
Mariane Carvalho,Mariane Carvalho,028.356.974-38,03/07/1954,Sao Paulo,M,Brasileiro(a),16/12/2028
Mateus Rodrigues,Mateus Rodrigues,953.786.104-00,03/11/1959,Arinos,F,Brasileiro(a),11/06/2027
Liam Costa,Liam Costa,698.052.417-85,30/10/2007,Belo Horizonte,F,Brasileiro(a),30/06/2028
Arthur Carvalho,Arthur Carvalho,837.940.156-57,13/10/1997,Porto Seguro,M,Brasileiro(a),12/01/2034
Maria Alice Monteiro,Maria Alice Monteiro,974.306.852-00,07/10/2005,Porto Seguro,F,Brasileiro(a),25/06/2029
Enrico Costa,Enrico Costa,432.506.789-29,03/09/1994,Rugim,M,Brasileiro(a),24/06/2033
Calebe da Paz,Calebe da Paz,215.680.739-68,22/12/2004,Arinos,F,Brasileiro(a),12/02/2027
Dra. Evelyn Viana,Dra. Evelyn Viana,513.729.064-52,25/01/1962,Arinos,M,Brasileiro(a),15/02/2033
Isabel Cirino,Isabel Cirino,184.705.293-23,23/10/1979,Arinos,F,Brasileiro(a),16/02/2034
Isabela da Mota,Isabela da Mota,752.968.140-02,12/07/1948,Belo Horizonte,F,Brasileiro(a),25/07/2027
Dr. Raul Porto,Dr. Raul Porto,469.857.120-02,04/07/1986,Rugim,M,Brasileiro(a),06/08/2027
Lunna Farias,Lunna Farias,913.748.652-73,16/09/2004,Arinos,M,Brasileiro(a),14/03/2028
Dom Ferreira,Dom Ferreira,926.518.374-82,25/05/1985,Sao Paulo,M,Brasileiro(a),09/05/2031
Isadora Teixeira,Isadora Teixeira,349.208.567-92,02/03/1954,Almenara,F,Brasileiro(a),24/10/2027
Isis Pastor,Isis Pastor,120.458.793-05,05/10/2003,Pedra Grande,M,Brasileiro(a),16/02/2028
Sr. Erick Lopes,Sr. Erick Lopes,301.976.254-52,27/06/1985,Rugim,F,Brasileiro(a),10/01/2032
Marina Carvalho,Marina Carvalho,795.683.012-59,30/12/1982,Belo Horizonte,F,Brasileiro(a),18/11/2031
Henrique Camargo,Henrique Camargo,341.082.975-04,24/03/1977,Sao Paulo,F,Brasileiro(a),04/05/2033
Daniel Casa Grande,Daniel Casa Grande,086.132.947-31,12/02/1971,Arinos,F,Brasileiro(a),13/06/2031
Maria Fernanda Nascimento,Maria Fernanda Nascimento,140.385.762-80,13/02/2003,Arinos,F,Brasileiro(a),13/09/2032
Rodrigo Nogueira,Rodrigo Nogueira,748.163.250-26,27/11/1945,Pedra Grande,M,Brasileiro(a),03/07/2035
Melina Goncalves,Melina Goncalves,617.804.529-85,18/12/1974,Belo Horizonte,M,Brasileiro(a),15/06/2035
Rhavi Fernandes,Rhavi Fernandes,348.027.159-60,09/05/1989,Rugim,F,Brasileiro(a),19/09/2033
Giovanna Aparecida,Giovanna Aparecida,805.672.413-35,10/02/1994,Almenara,M,Brasileiro(a),23/11/2032
Maria Flor Ribeiro,Maria Flor Ribeiro,978.025.136-77,16/08/1986,Belo Horizonte,F,Brasileiro(a),12/10/2028
Rhavi Pastor,Rhavi Pastor,035.741.926-06,15/09/1969,Almenara,F,Brasileiro(a),28/09/2032
Fernanda Martins,Fernanda Martins,954.816.320-98,01/04/2000,Sao Paulo,M,Brasileiro(a),11/04/2035
Davi Lucca Sales,Davi Lucca Sales,769.518.324-55,15/06/1997,Belo Horizonte,F,Brasileiro(a),07/05/2031
Dr. Guilherme Aragao,Dr. Guilherme Aragao,054.261.389-15,07/10/1948,Rugim,F,Brasileiro(a),28/02/2034
Vitoria Nogueira,Vitoria Nogueira,184.269.357-37,17/08/1972,Rugim,F,Brasileiro(a),04/12/2029
Srta. Heloisa Ribeiro,Srta. Heloisa Ribeiro,906.321.478-22,09/09/1949,Pedra Grande,M,Brasileiro(a),10/07/2033
Leticia Ribeiro,Leticia Ribeiro,548.672.031-90,17/09/1955,Belo Horizonte,M,Brasileiro(a),16/08/2034
Ana Julia Pinto,Ana Julia Pinto,249.871.065-58,30/11/1965,Porto Seguro,F,Brasileiro(a),24/09/2034
Helena Pimenta,Helena Pimenta,930.647.281-13,20/01/1995,Porto Seguro,M,Brasileiro(a),27/01/2028
Sra. Emanuelly Melo,Sra. Emanuelly Melo,152.670.389-03,14/02/1964,Belo Horizonte,M,Brasileiro(a),06/12/2030
Caua Lopes,Caua Lopes,768.349.051-20,26/03/1971,Belo Horizonte,F,Brasileiro(a),28/07/2031
Julia Fernandes,Julia Fernandes,084.962.157-76,20/07/1995,Porto Seguro,F,Brasileiro(a),18/12/2033
Arthur Gabriel Barbosa,Arthur Gabriel Barbosa,241.789.056-94,07/01/2002,Pedra Grande,F,Brasileiro(a),26/05/2030
Kamilly Pimenta,Kamilly Pimenta,198.206.473-04,02/04/2003,Almenara,M,Brasileiro(a),08/04/2032
Caio Novais,Caio Novais,940.157.238-05,27/01/1975,Rugim,F,Brasileiro(a),18/11/2029
Rael Costela,Rael Costela,046.172.538-07,29/12/1951,Sao Paulo,M,Brasileiro(a),26/08/2034
Sr. Davi Lucas Goncalves,Sr. Davi Lucas Goncalves,725.304.986-10,01/07/1962,Porto Seguro,F,Brasileiro(a),01/10/2031
Dr. Pedro Miguel Dias,Dr. Pedro Miguel Dias,023.149.856-05,21/01/1962,Arinos,M,Brasileiro(a),25/01/2034
Dr. Juan Oliveira,Dr. Juan Oliveira,638.047.915-57,15/01/2007,Rugim,F,Brasileiro(a),13/04/2030
Sr. Bento Fonseca,Sr. Bento Fonseca,231.709.564-34,19/06/1971,Arinos,M,Brasileiro(a),15/10/2030
Augusto Dias,Augusto Dias,418.903.765-66,20/07/1975,Arinos,F,Brasileiro(a),13/11/2027
Arthur Miguel Duarte,Arthur Miguel Duarte,703.594.286-65,04/07/1959,Belo Horizonte,F,Brasileiro(a),12/08/2030
Joana Souza,Joana Souza,427.591.306-06,11/11/1984,Porto Seguro,M,Brasileiro(a),04/02/2029
Leonardo da Paz,Leonardo da Paz,895.732.410-05,28/01/1981,Sao Paulo,F,Brasileiro(a),13/08/2029
Murilo Lima,Murilo Lima,386.412.907-96,19/09/1989,Rugim,F,Brasileiro(a),25/12/2033
Marcela da Mata,Marcela da Mata,475.260.981-94,06/09/1994,Arinos,F,Brasileiro(a),11/10/2035
Bryan da Luz,Bryan da Luz,521.738.609-68,19/10/1994,Pedra Grande,M,Brasileiro(a),09/06/2034
Gabrielly Pinto,Gabrielly Pinto,731.462.950-16,11/01/1961,Belo Horizonte,M,Brasileiro(a),07/01/2031
Enzo Gabriel Pimenta,Enzo Gabriel Pimenta,694.203.875-00,19/04/1947,Rugim,F,Brasileiro(a),19/02/2033
Paulo Carvalho,Paulo Carvalho,482.357.910-05,21/07/1987,Porto Seguro,F,Brasileiro(a),19/06/2031
Isabela Moreira,Isabela Moreira,874.526.901-76,23/10/1953,Almenara,F,Brasileiro(a),12/08/2029
Leticia Aparecida,Leticia Aparecida,874.015.296-02,23/05/1952,Porto Seguro,F,Brasileiro(a),03/04/2028
Augusto Andrade,Augusto Andrade,286.741.395-82,26/11/1968,Almenara,M,Brasileiro(a),26/01/2033
Noah Campos,Noah Campos,032.148.967-50,30/06/1997,Porto Seguro,M,Brasileiro(a),24/07/2031
Theo da Rocha,Theo da Rocha,429.183.706-22,12/12/1976,Arinos,M,Brasileiro(a),07/10/2034
Alice Cavalcante,Alice Cavalcante,180.534.697-01,21/07/1963,Belo Horizonte,M,Brasileiro(a),29/10/2030
Dra. Pietra Albuquerque,Dra. Pietra Albuquerque,509.437.182-79,02/11/1991,Almenara,F,Brasileiro(a),03/01/2033
Maria Liz Ramos,Maria Liz Ramos,640.381.259-98,30/01/1980,Pedra Grande,M,Brasileiro(a),15/11/2030
Diogo da Rocha,Diogo da Rocha,319.758.462-73,20/04/1968,Pedra Grande,M,Brasileiro(a),23/11/2034
Daniel Vargas,Daniel Vargas,017.982.635-21,23/05/1995,Rugim,F,Brasileiro(a),07/12/2027
Sra. Maite Moraes,Sra. Maite Moraes,854.926.307-92,06/07/1967,Almenara,F,Brasileiro(a),18/11/2026
Nathan Goncalves,Nathan Goncalves,560.297.481-49,09/05/2002,Pedra Grande,F,Brasileiro(a),25/08/2028
Emanuelly Peixoto,Emanuelly Peixoto,250.963.817-30,05/08/2003,Belo Horizonte,F,Brasileiro(a),21/11/2034
Otto da Cunha,Otto da Cunha,730.825.196-95,30/01/1962,Rugim,M,Brasileiro(a),18/03/2034
Asafe Castro,Asafe Castro,461.520.793-06,31/03/1980,Arinos,M,Brasileiro(a),20/09/2027
Ana Livia Fonseca,Ana Livia Fonseca,069.371.548-01,03/12/1969,Arinos,F,Brasileiro(a),11/10/2027
Luiz Henrique Almeida,Luiz Henrique Almeida,470.235.891-04,24/09/1995,Sao Paulo,F,Brasileiro(a),26/12/2027
Natalia Gomes,Natalia Gomes,094.213.875-97,24/04/1983,Almenara,F,Brasileiro(a),29/06/2034
Dra. Fernanda Albuquerque,Dra. Fernanda Albuquerque,521.063.497-34,15/05/1978,Almenara,F,Brasileiro(a),10/01/2034
Ana Livia Ramos,Ana Livia Ramos,096.841.235-15,28/03/1991,Belo Horizonte,M,Brasileiro(a),16/03/2029
Isabel Pastor,Isabel Pastor,152.978.604-58,07/10/1955,Almenara,M,Brasileiro(a),31/03/2030
Sra. Agatha Garcia,Sra. Agatha Garcia,486.925.301-15,26/11/1956,Arinos,F,Brasileiro(a),01/11/2028
Andre Montenegro,Andre Montenegro,806.752.913-21,21/09/1990,Arinos,M,Brasileiro(a),26/07/2028
